ID_CENTRO;Rubro;subsistema;departamento;estudiantes_panel;est_abril_2025;est_abril_2026;est_mj_2025;est_mj_2026;docentes_panel;doc_abril_2025;doc_abril_2026;universo_docente;delta_doc_abril;delta_est_abril;delta_est_mj
CENTRO_0026;dges;Secundaria;montevideo;449;7,8997772828507795;7,474387527839643;19,630289532293986;16,106904231625837;44;6,2727272727272725;6,659090909090909;todos_docentes_estables;0,3863636363636367;-0,4253897550111363;-3,5233853006681493
CENTRO_0029;dgetp;UTU;san jose;370;3,0648648648648646;3,618918918918919;8,824324324324325;5,916216216216216;55;4,945454545454545;5,090909090909091;todos_docentes_estables;0,1454545454545455;0,5540540540540544;-2,9081081081081086
CENTRO_0030;dgetp;UTU;san jose;519;2,658959537572254;2,714836223506744;7,165703275529865;5,786127167630058;63;6,825396825396825;4,920634920634921;todos_docentes_estables;-1,9047619047619042;0,05587668593448969;-1,3795761078998074
CENTRO_0032;dges;Secundaria;rivera;1212;4,681518151815181;4,922442244224422;12,799504950495049;9,443894389438944;126;5,523809523809524;5,198412698412699;todos_docentes_estables;-0,32539682539682513;0,24092409240924084;-3,355610561056105
CENTRO_0033;dges;Secundaria;flores;781;6,961587708066581;6,229193341869398;17,166453265044815;11,668373879641486;92;7,695652173913044;6,880434782608695;todos_docentes_estables;-0,8152173913043486;-0,732394366197183;-5,498079385403329
CENTRO_0034;dgetp;UTU;montevideo;559;4,8711985688729875;4,456171735241503;11,37030411449016;8,483005366726298;93;5,655913978494624;5,548387096774194;todos_docentes_estables;-0,10752688172043001;-0,41502683363148485;-2,8872987477638627
CENTRO_0035;dgetp;UTU;montevideo;97;1,7938144329896908;2,670103092783505;7,134020618556701;6,072164948453608;10;2,6;5,3;todos_docentes_estables;2,6999999999999997;0,8762886597938142;-1,0618556701030935
CENTRO_0036;dges;Secundaria;montevideo;750;4,268;3,3786666666666667;11,062666666666667;6,828;83;4,397590361445783;3,8072289156626504;todos_docentes_estables;-0,5903614457831323;-0,8893333333333331;-4,234666666666667
CENTRO_0038;dges;Secundaria;canelones;321;2,0809968847352023;1,8753894080996885;7,457943925233645;4,32398753894081;41;3,268292682926829;2,4878048780487805;todos_docentes_estables;-0,7804878048780486;-0,20560747663551382;-3,1339563862928346
CENTRO_0039;dges;Secundaria;montevideo;695;5,3035971223021585;4,1841726618705035;11,955395683453238;8,67338129496403;76;5,776315789473684;5,223684210526316;todos_docentes_estables;-0,5526315789473681;-1,119424460431655;-3,282014388489209
CENTRO_0040;dges;Secundaria;canelones;513;3,4951267056530213;2,358674463937622;10,95711500974659;6,742690058479532;53;4,622641509433962;3,8679245283018866;todos_docentes_estables;-0,7547169811320757;-1,1364522417153995;-4,214424951267057
CENTRO_0041;dgetp;UTU;canelones;864;5,0405092592592595;3,9421296296296298;12,616898148148149;10,101851851851851;134;5,843283582089552;5,940298507462686;todos_docentes_estables;0,09701492537313428;-1,0983796296296298;-2,5150462962962976
CENTRO_0044;dges;Secundaria;montevideo;440;9,538636363636364;9,502272727272727;23,256818181818183;18,220454545454544;47;6,574468085106383;6,829787234042553;todos_docentes_estables;0,25531914893617014;-0,03636363636363704;-5,036363636363639
CENTRO_0045;dges;Secundaria;canelones;535;4,136448598130841;4,390654205607476;11,988785046728973;9,385046728971963;56;3,357142857142857;3,375;todos_docentes_estables;0,017857142857142794;0,254205607476635;-2,60373831775701
CENTRO_0046;dges;Secundaria;canelones;345;5,063768115942029;4,43768115942029;12,11304347826087;11,391304347826088;28;5,75;4,785714285714286;todos_docentes_estables;-0,9642857142857144;-0,6260869565217391;-0,7217391304347824
CENTRO_0048;dges;Secundaria;canelones;263;2,76425855513308;4,334600760456274;10,300380228136882;7,692015209125476;39;4,6923076923076925;5,153846153846154;todos_docentes_estables;0,4615384615384617;1,5703422053231941;-2,6083650190114067
CENTRO_0049;dgetp;UTU;canelones;204;4,676470588235294;3,3088235294117645;9,544117647058824;8,161764705882353;29;9,137931034482758;6,931034482758621;todos_docentes_estables;-2,206896551724137;-1,3676470588235299;-1,382352941176471
CENTRO_0050;dges;Secundaria;montevideo;150;10,34;5,426666666666667;22,02;12,226666666666667;26;6,653846153846154;5,0;todos_docentes_estables;-1,6538461538461542;-4,913333333333333;-9,793333333333333
CENTRO_0051;dges;Secundaria;canelones;493;10,651115618661258;12,864097363083165;23,547667342799187;25,896551724137932;54;9,37037037037037;12,24074074074074;todos_docentes_estables;2,8703703703703702;2,2129817444219064;2,3488843813387454
CENTRO_0052;dges;Secundaria;canelones;453;8,847682119205299;8,560706401766005;19,450331125827816;18,97792494481236;44;6,340909090909091;6,659090909090909;todos_docentes_estables;0,31818181818181834;-0,28697571743929373;-0,4724061810154545
CENTRO_0053;dges;Secundaria;canelones;348;6,192528735632184;6,074712643678161;12,681034482758621;11,623563218390805;26;6,423076923076923;5,538461538461538;todos_docentes_estables;-0,884615384615385;-0,11781609195402254;-1,0574712643678161
CENTRO_0054;dges;Secundaria;montevideo;846;5,048463356973995;4,160756501182033;12,3274231678487;8,432624113475176;83;4,783132530120482;4,506024096385542;todos_docentes_estables;-0,27710843373493965;-0,8877068557919623;-3,8947990543735234
CENTRO_0055;dges;Secundaria;canelones;164;6,4817073170731705;7,0060975609756095;17,048780487804876;12,164634146341463;20;9,0;9,3;todos_docentes_estables;0,3000000000000007;0,524390243902439;-4,884146341463413
CENTRO_0056;dges;Secundaria;canelones;383;3,297650130548303;2,1592689295039165;7,496083550913838;5,8172323759791125;29;6,206896551724138;4,137931034482759;todos_docentes_estables;-2,068965517241379;-1,1383812010443863;-1,6788511749347252
CENTRO_0059;dges;Secundaria;montevideo;972;5,348765432098766;4,324074074074074;11,450617283950617;9,103909465020577;86;5,744186046511628;5,465116279069767;todos_docentes_estables;-0,27906976744186096;-1,0246913580246915;-2,3467078189300405
CENTRO_0060;dges;Secundaria;montevideo;375;5,488;4,530666666666667;14,018666666666666;11,165333333333333;36;5,416666666666667;4,083333333333333;todos_docentes_estables;-1,333333333333334;-0,9573333333333336;-2,8533333333333335
CENTRO_0061;dges;Secundaria;san jose;774;4,177002583979328;2,863049095607235;12,135658914728682;6,811369509043928;61;6,475409836065574;5,655737704918033;todos_docentes_estables;-0,8196721311475414;-1,3139534883720927;-5,324289405684754
CENTRO_0062;dges;Secundaria;canelones;446;5,625560538116592;4,006726457399103;13,461883408071749;8,15695067264574;51;5,666666666666667;4,333333333333333;todos_docentes_estables;-1,333333333333334;-1,6188340807174892;-5,304932735426009
CENTRO_0063;dges;Secundaria;canelones;666;4,596096096096096;2,996996996996997;12,01951951951952;6,123123123123123;69;5,028985507246377;3,5652173913043477;todos_docentes_estables;-1,4637681159420293;-1,5990990990990985;-5,896396396396397
CENTRO_0064;dges;Secundaria;montevideo;527;3,47438330170778;4,597722960151803;9,199240986717268;9,064516129032258;65;4,369230769230769;4,046153846153846;todos_docentes_estables;-0,3230769230769228;1,1233396584440225;-0,13472485768500952
CENTRO_0065;dges;Secundaria;montevideo;508;6,244094488188976;4,059055118110236;18,537401574803148;8,994094488188976;51;5,235294117647059;4,176470588235294;todos_docentes_estables;-1,0588235294117645;-2,18503937007874;-9,543307086614172
CENTRO_0066;dges;Secundaria;montevideo;465;3,389247311827957;3,193548387096774;6,903225806451613;6,52258064516129;38;4,5;3,8947368421052633;todos_docentes_estables;-0,6052631578947367;-0,1956989247311829;-0,3806451612903228
CENTRO_0067;dgetp;UTU;montevideo;443;8,43566591422122;9,923250564334086;22,96839729119639;20,507900677200904;57;10,087719298245615;9,31578947368421;todos_docentes_estables;-0,7719298245614041;1,4875846501128667;-2,4604966139954847
CENTRO_0068;dges;Secundaria;montevideo;412;3,7427184466019416;4,300970873786408;11,184466019417476;9,604368932038835;42;4,095238095238095;4,095238095238095;todos_docentes_estables;0,0;0,5582524271844664;-1,5800970873786415
CENTRO_0069;dgetp;UTU;montevideo;501;2,7744510978043913;1,9540918163672654;7,07185628742515;3,8263473053892216;85;4,91764705882353;3,458823529411765;todos_docentes_estables;-1,4588235294117649;-0,8203592814371259;-3,245508982035928
CENTRO_0071;dgetp;UTU;canelones;550;5,454545454545454;4,589090909090909;13,690909090909091;10,552727272727273;121;7,041322314049586;5,975206611570248;todos_docentes_estables;-1,0661157024793386;-0,8654545454545453;-3,1381818181818186
CENTRO_0072;dgetp;UTU;canelones;299;4,033444816053512;2,8862876254180603;9,591973244147157;5,739130434782608;67;5,865671641791045;4,731343283582089;todos_docentes_estables;-1,1343283582089558;-1,1471571906354519;-3,8528428093645486
CENTRO_0073;dgetp;UTU;canelones;278;4,586330935251799;3,446043165467626;10,197841726618705;7,766187050359712;53;7,679245283018868;7,0754716981132075;todos_docentes_estables;-0,6037735849056602;-1,1402877697841731;-2,431654676258993
CENTRO_0074;dgetp;UTU;montevideo;443;1,9774266365688487;1,9480812641083523;5,306997742663657;4,839729119638826;80;4,075;3,3125;todos_docentes_estables;-0,7625000000000002;-0,0293453724604964;-0,46726862302483063
CENTRO_0075;dgetp;UTU;montevideo;31;1,5806451612903225;2,2903225806451615;4,741935483870968;5,419354838709677;15;4,4;4,266666666666667;todos_docentes_estables;-0,13333333333333375;0,709677419354839;0,6774193548387091
CENTRO_0077;dges;Secundaria;montevideo;1383;5,168474331164136;3,3101952277657265;10,798987707881418;5,5191612436731745;145;5,386206896551724;4,489655172413793;todos_docentes_estables;-0,8965517241379306;-1,8582791033984094;-5,279826464208243
CENTRO_0078;dges;Secundaria;montevideo;214;9,658878504672897;7,864485981308412;23,322429906542055;14,154205607476635;23;8,0;6,0;todos_docentes_estables;-2,0;-1,7943925233644853;-9,16822429906542
CENTRO_0080;dges;Secundaria;canelones;563;7,232682060390764;4,216696269982238;16,545293072824155;10,11190053285968;50;6,46;5,84;todos_docentes_estables;-0,6200000000000001;-3,015985790408526;-6,4333925399644745
CENTRO_0081;dges;Secundaria;canelones;348;5,85632183908046;6,0488505747126435;14,931034482758621;11,011494252873563;38;5,078947368421052;4,868421052631579;todos_docentes_estables;-0,21052631578947345;0,19252873563218387;-3,919540229885058
CENTRO_0082;dgetp;UTU;canelones;595;3,922689075630252;3,242016806722689;9,831932773109244;8,33109243697479;102;5,127450980392157;4,411764705882353;todos_docentes_estables;-0,715686274509804;-0,6806722689075628;-1,5008403361344538
CENTRO_0083;dges;Secundaria;paysandu;467;7,683083511777302;6,2012847965738755;17,948608137044967;12,490364025695932;68;7,838235294117647;6,264705882352941;todos_docentes_estables;-1,5735294117647056;-1,4817987152034267;-5,458244111349035
CENTRO_0084;dgetp;UTU;montevideo;40;1,175;4,3;6,3;6,875;13;2,923076923076923;2,5384615384615383;todos_docentes_estables;-0,3846153846153846;3,125;0,5750000000000002
CENTRO_0085;dgetp;UTU;montevideo;55;1,5272727272727273;4,381818181818182;7,1454545454545455;5,581818181818182;13;4,0;4,153846153846154;todos_docentes_estables;0,1538461538461542;2,8545454545454545;-1,5636363636363635
CENTRO_0087;dgetp;UTU;montevideo;216;0,9722222222222222;0,9814814814814815;2,9212962962962963;1,9768518518518519;52;2,923076923076923;2,173076923076923;todos_docentes_estables;-0,75;0,0092592592592593;-0,9444444444444444
CENTRO_0088;dgetp;UTU;montevideo;366;9,060109289617486;10,78415300546448;23,316939890710383;22,833333333333332;48;7,708333333333333;7,208333333333333;todos_docentes_estables;-0,5;1,7240437158469941;-0,48360655737705116
CENTRO_0089;dgetp;UTU;canelones;32;1,125;2,65625;5,5;5,53125;19;5,0;5,578947368421052;todos_docentes_estables;0,5789473684210522;1,53125;0,03125
CENTRO_0090;dgetp;UTU;montevideo;32;0,0;0,0;0,0;0,0;6;1,6666666666666667;3,0;todos_docentes_estables;1,3333333333333333;0,0;0,0
CENTRO_0091;dges;Secundaria;montevideo;332;2,503012048192771;1,5813253012048192;7,716867469879518;4,093373493975903;23;4,869565217391305;4,913043478260869;todos_docentes_estables;0,04347826086956452;-0,9216867469879519;-3,6234939759036147
CENTRO_0092;dges;Secundaria;san jose;561;3,2762923351158646;2,303030303030303;6,807486631016043;4,003565062388592;47;4,680851063829787;3,8085106382978724;todos_docentes_estables;-0,8723404255319149;-0,9732620320855614;-2,803921568627451
CENTRO_0093;dges;Secundaria;soriano;448;8,680803571428571;4,3125;16,555803571428573;10,845982142857142;61;7,360655737704918;5,163934426229508;todos_docentes_estables;-2,19672131147541;-4,368303571428571;-5,709821428571431
CENTRO_0094;dgetp;UTU;soriano;476;3,5546218487394956;2,2100840336134455;8,508403361344538;4,665966386554622;106;4,952830188679245;5,216981132075472;todos_docentes_estables;0,2641509433962268;-1,34453781512605;-3,8424369747899156
CENTRO_0096;dges;Secundaria;montevideo;1044;3,9042145593869733;2,917624521072797;9,511494252873563;6,871647509578544;94;5,308510638297872;4,531914893617022;todos_docentes_estables;-0,7765957446808507;-0,9865900383141764;-2,639846743295019
CENTRO_0097;dges;Secundaria;montevideo;648;3,2299382716049383;2,9598765432098766;7,976851851851852;7,459876543209877;64;4,453125;3,796875;todos_docentes_estables;-0,65625;-0,2700617283950617;-0,5169753086419755
CENTRO_0098;dgetp;UTU;montevideo;1585;4,010725552050473;4,29589905362776;11,81135646687697;9,406309148264985;218;5,76605504587156;5,564220183486238;todos_docentes_estables;-0,20183486238532122;0,2851735015772876;-2,4050473186119863
CENTRO_0099;dgetp;UTU;colonia;212;1,7547169811320755;1,830188679245283;6,716981132075472;4,047169811320755;46;4,043478260869565;3,3260869565217392;todos_docentes_estables;-0,7173913043478262;0,07547169811320753;-2,669811320754717
CENTRO_0100;dges;Secundaria;rio negro;211;1,6919431279620853;2,895734597156398;8,274881516587678;5,507109004739337;26;2,6923076923076925;4,269230769230769;todos_docentes_estables;1,5769230769230766;1,2037914691943128;-2,7677725118483414
CENTRO_0102;dges;Secundaria;canelones;605;5,066115702479339;2,8330578512396696;9,22809917355372;6,04297520661157;70;6,514285714285714;5,414285714285715;todos_docentes_estables;-1,0999999999999996;-2,233057851239669;-3,1851239669421494
CENTRO_0103;dges;Secundaria;rocha;243;6,695473251028806;8,271604938271604;18,650205761316872;16,012345679012345;26;8,26923076923077;5,961538461538462;todos_docentes_estables;-2,3076923076923084;1,576131687242798;-2,6378600823045275
CENTRO_0104;dges;Secundaria;canelones;271;5,516605166051661;6,2250922509225095;14,523985239852399;13,0;34;7,117647058823529;5,4411764705882355;todos_docentes_estables;-1,6764705882352935;0,7084870848708489;-1,523985239852399
CENTRO_0105;dges;Secundaria;canelones;734;5,1880108991825615;3,535422343324251;12,863760217983652;7,540871934604905;72;6,736111111111111;5,625;todos_docentes_estables;-1,1111111111111107;-1,6525885558583107;-5,322888283378747
CENTRO_0109;dgetp;UTU;montevideo;663;1,9457013574660633;2,2835595776772246;5,3966817496229265;5,285067873303167;127;4,535433070866142;3,52755905511811;todos_docentes_estables;-1,0078740157480315;0,3378582202111613;-0,11161387631975916
CENTRO_0110;dges;Secundaria;canelones;875;5,606857142857143;4,48;12,365714285714287;7,957714285714285;92;6,119565217391305;4,836956521739131;todos_docentes_estables;-1,2826086956521738;-1,1268571428571423;-4,408000000000001
CENTRO_0111;dges;Secundaria;canelones;242;4,181818181818182;2,9421487603305785;10,644628099173554;5,760330578512397;30;5,066666666666666;4,2;todos_docentes_estables;-0,8666666666666663;-1,2396694214876032;-4,884297520661157
CENTRO_0112;dges;Secundaria;canelones;351;4,643874643874644;3,2735042735042734;13,675213675213675;6,572649572649572;30;3,6;3,1666666666666665;todos_docentes_estables;-0,43333333333333357;-1,3703703703703702;-7,102564102564102
CENTRO_0113;dges;Secundaria;paysandu;687;4,637554585152839;2,509461426491994;10,829694323144105;5,542940320232897;106;5,452830188679245;3,8679245283018866;todos_docentes_estables;-1,5849056603773586;-2,1280931586608447;-5,286754002911208
CENTRO_0114;dges;Secundaria;paysandu;411;7,034063260340632;7,8321167883211675;18,355231143552313;16,51338199513382;42;9,214285714285714;6,833333333333333;todos_docentes_estables;-2,3809523809523805;0,7980535279805352;-1,8418491484184933
CENTRO_0115;dges;Secundaria;paysandu;47;5,74468085106383;2,978723404255319;18,829787234042552;11,27659574468085;7;6,0;3,4285714285714284;todos_docentes_estables;-2,5714285714285716;-2,765957446808511;-7,553191489361701
CENTRO_0116;dges;Secundaria;paysandu;533;6,7636022514071295;5,227016885553471;19,611632270168855;13,018761726078798;63;6,476190476190476;5,476190476190476;todos_docentes_estables;-1,0;-1,5365853658536581;-6,592870544090056
CENTRO_0117;dges;Secundaria;cerro largo;799;9,780976220275344;7,812265331664581;21,30413016270338;12,461827284105132;78;8,320512820512821;7,153846153846154;todos_docentes_estables;-1,166666666666667;-1,9687108886107625;-8,842302878598248
CENTRO_0118;dgetp;UTU;montevideo;573;2,9214659685863875;3,6335078534031413;8,488656195462479;7,804537521815009;81;5,382716049382716;4,54320987654321;todos_docentes_estables;-0,8395061728395063;0,7120418848167538;-0,68411867364747
CENTRO_0119;dgetp;UTU;montevideo;55;1,690909090909091;3,7818181818181817;6,181818181818182;5,218181818181818;19;5,2631578947368425;4,421052631578948;todos_docentes_estables;-0,8421052631578947;2,090909090909091;-0,9636363636363638
CENTRO_0120;dgetp;UTU;canelones;83;0,6265060240963856;1,216867469879518;6,204819277108434;1,7469879518072289;10;4,1;2,6;todos_docentes_estables;-1,4999999999999996;0,5903614457831325;-4,457831325301205
CENTRO_0121;dgetp;UTU;montevideo;576;5,869791666666667;5,265625;15,65625;12,241319444444445;67;6,268656716417911;5,537313432835821;todos_docentes_estables;-0,7313432835820901;-0,604166666666667;-3,4149305555555554
CENTRO_0122;dges;Secundaria;montevideo;315;3,015873015873016;2,2698412698412698;6,66984126984127;3,4825396825396826;40;4,6;4,7;todos_docentes_estables;0,10000000000000053;-0,746031746031746;-3,1873015873015875
CENTRO_0123;dgetp;UTU;canelones;141;6,439716312056738;3,5319148936170213;18,56737588652482;7,75886524822695;15;9,733333333333333;8,733333333333333;todos_docentes_estables;-1,0;-2,9078014184397163;-10,808510638297872
CENTRO_0124;dges;Secundaria;rocha;656;5,102134146341464;5,429878048780488;12,606707317073171;10,042682926829269;92;5,815217391304348;5,608695652173913;todos_docentes_estables;-0,2065217391304346;0,32774390243902385;-2,564024390243903
CENTRO_0125;dges;Secundaria;montevideo;212;2,4150943396226414;3,8962264150943398;6,650943396226415;8,117924528301886;26;7,1923076923076925;6,769230769230769;todos_docentes_estables;-0,42307692307692335;1,4811320754716983;1,466981132075471
CENTRO_0128;dgetp;UTU;montevideo;372;5,56989247311828;5,233870967741935;14,204301075268818;10,486559139784946;50;5,9;4,8;todos_docentes_estables;-1,1000000000000005;-0,3360215053763449;-3,717741935483872
CENTRO_0129;dgetp;UTU;montevideo;261;3,8582375478927204;4,030651340996169;10,386973180076629;8,835249042145595;44;6,409090909090909;4,5227272727272725;todos_docentes_estables;-1,8863636363636367;0,1724137931034484;-1,5517241379310338
CENTRO_0132;dgetp;UTU;montevideo;85;2,411764705882353;2,152941176470588;6,105882352941176;6,129411764705883;23;5,217391304347826;5,869565217391305;todos_docentes_estables;0,6521739130434785;-0,2588235294117647;0,023529411764706687
CENTRO_0135;dgetp;UTU;canelones;374;3,2593582887700534;2,46524064171123;8,93048128342246;5,6550802139037435;83;4,481927710843373;4,216867469879518;todos_docentes_estables;-0,26506024096385516;-0,7941176470588234;-3,2754010695187157
CENTRO_0136;dgetp;UTU;montevideo;273;3,120879120879121;2,4395604395604398;7,205128205128205;5,9633699633699635;41;4,170731707317073;3,1707317073170733;todos_docentes_estables;-1,0;-0,6813186813186811;-1,2417582417582418
CENTRO_0137;dges;Secundaria;montevideo;345;2,782608695652174;2,3420289855072465;7,278260869565218;8,040579710144927;26;4,538461538461538;4,346153846153846;todos_docentes_estables;-0,1923076923076925;-0,44057971014492736;0,7623188405797094
CENTRO_0139;dgetp;UTU;maldonado;245;2,4857142857142858;1,9469387755102041;7,844897959183673;3,5551020408163265;35;4,514285714285714;3,142857142857143;todos_docentes_estables;-1,3714285714285714;-0,5387755102040817;-4,289795918367346
CENTRO_0140;dgetp;UTU;rivera;127;2,6929133858267718;2,6377952755905514;6,440944881889764;4,393700787401575;37;5,054054054054054;4,648648648648648;todos_docentes_estables;-0,40540540540540615;-0,055118110236220375;-2,047244094488189
CENTRO_0141;dges;Secundaria;canelones;433;6,651270207852194;3,9422632794457275;15,087759815242494;7,20554272517321;60;4,133333333333334;4,9;todos_docentes_estables;0,7666666666666666;-2,709006928406467;-7,882217090069284
CENTRO_0142;dges;Secundaria;canelones;611;7,216039279869067;5,140752864157119;16,407528641571194;8,944353518821604;74;6,608108108108108;5,662162162162162;todos_docentes_estables;-0,9459459459459456;-2,0752864157119477;-7,46317512274959
CENTRO_0143;dges;Secundaria;montevideo;276;7,956521739130435;6,7644927536231885;19,10144927536232;10,902173913043478;27;5,62962962962963;5,888888888888889;todos_docentes_estables;0,2592592592592595;-1,1920289855072461;-8,199275362318842
CENTRO_0144;dges;Secundaria;montevideo;598;3,020066889632107;3,8762541806020065;8,078595317725753;5,693979933110368;51;4,235294117647059;5,137254901960785;todos_docentes_estables;0,9019607843137258;0,8561872909698995;-2,384615384615385
CENTRO_0145;dges;Secundaria;montevideo;624;4,782051282051282;3,7564102564102564;13,1875;6,602564102564102;61;5,180327868852459;4,622950819672131;todos_docentes_estables;-0,557377049180328;-1,0256410256410255;-6,584935897435898
CENTRO_0146;dges;Secundaria;montevideo;399;7,238095238095238;5,87218045112782;17,87468671679198;12,724310776942357;41;6,219512195121951;4,317073170731708;todos_docentes_estables;-1,9024390243902438;-1,3659147869674184;-5,150375939849624
CENTRO_0147;dgetp;UTU;maldonado;908;2,7742290748898677;2,20704845814978;8,061674008810572;5,064977973568282;136;4,713235294117647;3,7058823529411766;todos_docentes_estables;-1,0073529411764701;-0,5671806167400879;-2,99669603524229
CENTRO_0148;dges;Secundaria;montevideo;554;6,823104693140794;4,945848375451264;15,528880866425993;10,222021660649819;63;8,396825396825397;5,857142857142857;todos_docentes_estables;-2,5396825396825404;-1,8772563176895307;-5,306859205776174
CENTRO_0150;dges;Secundaria;canelones;501;5,544910179640719;5,259481037924152;13,22754491017964;11,255489021956087;54;5,166666666666667;5,018518518518518;todos_docentes_estables;-0,1481481481481488;-0,2854291417165671;-1,9720558882235526
CENTRO_0151;dges;Secundaria;montevideo;486;2,707818930041152;2,5596707818930042;8,034979423868313;5,9300411522633745;54;4,685185185185185;4,962962962962963;todos_docentes_estables;0,2777777777777777;-0,14814814814814792;-2,1049382716049383
CENTRO_0152;dges;Secundaria;artigas;325;4,984615384615385;5,092307692307692;15,495384615384616;9,747692307692308;45;5,777777777777778;6,377777777777778;todos_docentes_estables;0,6000000000000005;0,10769230769230731;-5,747692307692308
CENTRO_0153;dges;Secundaria;artigas;175;4,085714285714285;1,7257142857142858;10,108571428571429;6,6971428571428575;23;3,6956521739130435;3,5652173913043477;todos_docentes_estables;-0,1304347826086958;-2,3599999999999994;-3,411428571428571
CENTRO_0154;dges;Secundaria;artigas;31;0,9354838709677419;2,161290322580645;3,5161290322580645;3,967741935483871;11;4,181818181818182;4,0;todos_docentes_estables;-0,18181818181818166;1,225806451612903;0,4516129032258065
CENTRO_0155;dges;Secundaria;artigas;286;3,0;1,486013986013986;11,118881118881118;4,388111888111888;44;4,545454545454546;4,795454545454546;todos_docentes_estables;0,25;-1,513986013986014;-6,73076923076923
CENTRO_0156;dges;Secundaria;montevideo;404;3,373762376237624;1,745049504950495;7,388613861386139;4,752475247524752;46;2,891304347826087;3,3260869565217392;todos_docentes_estables;0,43478260869565233;-1,6287128712871288;-2,6361386138613865
CENTRO_0158;dges;Secundaria;montevideo;406;5,027093596059113;3,748768472906404;13,783251231527094;8,12807881773399;45;6,066666666666666;4,488888888888889;todos_docentes_estables;-1,5777777777777775;-1,278325123152709;-5,655172413793105
